"","Entrez","Ensembl","HGNC","SU-aGBM5_DMSO_1","SU-aGBM5_DMSO_2","SU-aGBM5_DT24_1","SU-aGBM5_DT24_2","SU-aGBM5_DT48_1","SU-aGBM5_DT48_2"
"11505","26279","ENSG00000117215","PLA2G2D",0,0,2,6,0,1
"16085","64600","ENSG00000158786","PLA2G2F",1,7,4,11,5,17
"64881","117779438","ENSG00000227066","LOC117779438",0,1,3,0,0,0
"26060","391013","ENSG00000187980","PLA2G2C",0,0,0,0,0,0
"20026","127733","ENSG00000162543","UBXN10",0,0,0,0,0,0
"50884","105376827","ENSG00000228105","LINC01757",0,0,0,0,0,0
"20025","127731","ENSG00000158816","VWA5B1",2,2,3,1,0,4
"14512","55450","ENSG00000162545","CAMK2N1",7519,8075,7224,7570,6682,6611
"16650","79594","ENSG00000090432","MUL1",2448,2520,1860,1949,2330,2452
"27814","441878","ENSG00000215520","RPS4XP4",0,0,0,0,0,0
"21620","163933","ENSG00000183114","FAM43B",2,9,8,3,6,12
"883","978","ENSG00000158825","CDA",0,0,0,3,5,0
"16226","65018","ENSG00000158828","PINK1",766,809,818,950,927,1099
"40619","100861548","ENSG00000117242","PINK1-AS",54,42,48,67,58,78
"1486","1650","ENSG00000244038","DDOST",6531,6464,7236,6812,7648,8427
"15495","57576","ENSG00000117245","KIF17",3,8,12,21,18,14
"26587","400745","ENSG00000189410","SH2D5",44,35,13,25,18,17
"12991","50809","ENSG00000127483","HP1BP3",3118,3003,2856,3134,3475,3581
"7917","8672","ENSG00000075151","EIF4G3",2562,2588,2101,2891,2997,3013
"54825","106480835","ENSG00000251914","RNU7-200P",0,0,0,0,0,0
"36195","100302155","ENSG00000221808","MIR1256",0,0,0,0,0,0
"35027","100271141","ENSG00000233072","RPS15AP6",0,0,0,0,0,0
"54245","106480261","ENSG00000235112","HSPE1P27",0,0,0,0,1,0
"1685","1889","ENSG00000117298","ECE1",20066,19605,11178,13126,14599,16138
"39294","100506801","ENSG00000231105","ECE1-AS1",0,0,0,0,4,1
"17954","84224","ENSG00000142794","NBPF3",250,245,273,248,327,318
"234","249","ENSG00000162551","ALPL",0,0,12,1,1,11
"5555","5909","ENSG00000076864","RAP1GAP",2,0,4,13,12,2
"17937","84196","ENSG00000090686","USP48",1121,1090,1135,1399,1692,1732
"26846","401944","ENSG00000187942","LDLRAD2",0,0,1,2,4,5
"3109","3339","ENSG00000142798","HSPG2",417,404,436,719,877,966
"27549","440575","ENSG00000232037","RPL21P29",0,0,0,0,0,0
"10867","23436","ENSG00000219073","CELA3B",0,0,0,0,0,0
"54001","106480016","ENSG00000201919","RNU6-1022P",0,0,0,0,0,0
"9218","10136","ENSG00000142789","CELA3A",0,0,1,0,0,0
"54598","106480608","ENSG00000201273","RNU6-776P",0,0,0,0,0,0
"43209","101928043","ENSG00000228397","LINC01635",0,1,5,5,2,4
"12710","29092","ENSG00000218510","LINC00339",82,120,98,83,119,167
"898","998","ENSG00000070831","CDC42",6458,6255,5816,6164,7274,7190
"13778","54361","ENSG00000162552","WNT4",2,0,6,1,0,3
"40196","100616433","ENSG00000266564","MIR4418",0,0,0,0,0,0
"9024","9923","ENSG00000184677","ZBTB40",477,487,361,538,588,639
"1814","2046","ENSG00000070886","EPHA8",0,0,0,0,0,0
"628","712","ENSG00000173372","C1QA",0,0,0,0,0,0
"630","714","ENSG00000159189","C1QC",0,0,0,0,0,0
"629","713","ENSG00000173369","C1QB",0,0,0,0,0,0
"1816","2048","ENSG00000133216","EPHB2",18,21,51,55,123,135
"40154","100616391","ENSG00000265422","MIR4684",0,0,0,0,0,0
"38469","100422914","ENSG00000264014","MIR4253",0,0,0,0,0,0
"29596","646262","ENSG00000215906","LACTBL1",3,0,0,0,0,0
"31026","729059","ENSG00000227868","TEX46",0,0,0,0,0,0
"10522","23028","ENSG00000004487","KDM1A",2247,2210,2109,2288,2703,2845
"38423","100422866","ENSG00000263793","MIR3115",0,0,0,0,0,0
"7269","7798","ENSG00000169641","LUZP1",2506,2449,1738,2049,2575,2471
"54576","106480586","ENSG00000206935","RNU6-514P",0,0,0,0,0,0
"53612","106479625","ENSG00000252578","RNU6-135P",0,0,0,0,0,0
"3122","3352","ENSG00000179546","HTR1D",13,18,20,30,22,11
"9316","10236","ENSG00000125944","HNRNPR",5338,5002,4108,4106,4800,5222
"17274","80818","ENSG00000125945","ZNF436",1969,2152,4859,4985,5800,6521
"21020","148898","ENSG00000249087","ZNF436-AS1",172,148,329,324,428,554
"6531","6920","ENSG00000204219","TCEA3",57,40,90,66,72,89
"14591","55616","ENSG00000088280","ASAP3",358,404,777,966,892,1113
"1671","1870","ENSG00000007968","E2F2",203,190,249,321,257,326
"3151","3399","ENSG00000117318","ID3",910,936,2401,2431,3437,3756
"22896","259283","ENSG00000197880","MDS2",0,0,0,0,1,0
"5770","6135","ENSG00000142676","RPL11",14058,13655,13605,13364,14053,15386
"6536","6924","ENSG00000011007","ELOA",2113,2006,1577,1848,1901,1997
"39332","100506963","ENSG00000236810","ELOA-AS1",17,17,15,27,16,5
"15223","57095","ENSG00000057757","PITHD1",1221,1150,974,979,1102,1355
"10304","11313","ENSG00000011009","LYPLA2",1351,1344,1042,861,1065,1163
"2291","2582","ENSG00000117308","GALE",1395,1193,759,836,727,730
"2945","3155","ENSG00000117305","HMGCL",784,818,1007,975,987,1150
"2224","2517","ENSG00000179163","FUCA1",803,815,1951,1968,2322,2628
"1128","1269","ENSG00000188822","CNR2",0,0,0,0,0,0
"40252","100616492","ENSG00000264926","MIR378F",0,0,0,0,0,0
"64165","115482711","ENSG00000230228","H3P1",0,0,0,0,0,0
"14604","55629","ENSG00000189266","PNRC2",736,691,575,633,588,722
"9802","10772","ENSG00000188529","SRSF10",981,967,848,843,857,846
"19997","127294","ENSG00000142661","MYOM3",0,0,0,0,0,0
"15746","58985","ENSG00000142677","IL22RA1",5,12,17,8,9,3
"21610","163702","ENSG00000185436","IFNLR1",0,0,0,0,2,0
"23477","284632","ENSG00000230023","LINC02800",0,0,0,0,0,0
"15654","57822","ENSG00000158055","GRHL3",0,0,0,3,1,1
"18674","90529","ENSG00000001460","STPG1",537,505,589,579,638,724
"15302","57185","ENSG00000001461","NIPAL3",1199,1313,1522,1638,1988,2201
"10152","11123","ENSG00000117602","RCAN3",504,473,588,574,772,661
"26588","400746","ENSG00000184454","NCMAP",0,0,1,0,0,1
"34789","100270884","ENSG00000227312","RPL26P8",0,0,0,0,0,0
"9331","10250","ENSG00000133226","SRRM1",1860,1626,1227,1825,1742,1844
"11264","25932","ENSG00000169504","CLIC4",34339,34920,19883,21039,24001,24675
"54079","106480094","ENSG00000238482","RNU6-1208P",0,0,0,0,0,0
"780","864","ENSG00000020633","RUNX3",0,2,1,5,7,6
"40126","100616365","ENSG00000264371","MIR4425",0,0,0,0,0,0
"11277","25949","ENSG00000117614","SYF2",796,905,822,999,1128,1141
"15195","57035","ENSG00000117616","RSRP1",181,144,157,159,276,234
"5650","6007","ENSG00000187010","RHD",4,12,5,17,10,21
"10991","23585","ENSG00000183726","TMEM50A",2863,2906,2643,2844,3463,3621
"55925","106481940","ENSG00000252515","RNU6-1171P",0,0,0,0,0,0
"5649","6006","ENSG00000188672","RHCE",20,11,5,8,11,28
"14364","55219","ENSG00000204178","MACO1",857,734,619,725,854,887
"11397","26119","ENSG00000157978","LDLRAP1",1018,1073,928,959,1033,1080
"15256","57134","ENSG00000117643","MAN1C1",381,417,346,435,433,392
"15308","57190","ENSG00000162430","SELENON",23854,24968,23352,24684,27459,28931
"14966","56181","ENSG00000117640","MTFR1L",938,977,1003,912,1153,1246
"16321","79000","ENSG00000127423","AUNIP",106,91,61,93,42,67
"21622","164091","ENSG00000182749","PAQR7",236,242,304,323,312,377
"3851","3925","ENSG00000117632","STMN1",5820,5467,5084,4931,5359,5796
"4780","5051","ENSG00000158006","PAFAH2",339,414,369,412,335,371
"53602","106479615","ENSG00000207237","RNU6-110P",0,0,0,0,0,0
"1883","2134","ENSG00000158008","EXTL1",0,0,0,0,0,0
"7257","7780","ENSG00000158014","SLC30A2",0,0,0,0,0,0
"18184","84676","ENSG00000158022","TRIM63",0,0,0,0,0,0
"21042","149420","ENSG00000175087","PDIK1L",194,191,185,220,197,198
"16933","79927","ENSG00000197245","FAM110D",0,0,0,0,0,0
"13100","51042","ENSG00000142684","ZNF593",0,5,0,0,0,4
"64899","118568799","ENSG00000236782","ZNF593OS",1,0,0,1,1,0
"9343","10256","ENSG00000142675","CNKSR1",0,0,2,0,3,3
"25181","378807","ENSG00000188782","CATSPER4",0,0,0,0,0,0
"43372","101928303","ENSG00000236155","ZPLD2P",0,1,0,2,0,1
"16151","64793","ENSG00000130695","CEP85",593,590,556,650,696,725
"24939","359780","ENSG00000270733","MRPS6P1",0,2,0,1,0,1
"17637","83442","ENSG00000142669","SH3BGRL3",10203,9618,5769,5439,4335,4617
"18782","91544","ENSG00000158062","UBXN11",342,266,327,328,372,348
"946","1043","ENSG00000169442","CD52",0,0,0,0,1,0
"14224","55057","ENSG00000176092","CRYBG2",0,0,0,0,0,0
"34794","100270889","ENSG00000225854","RPL34P4",0,0,0,0,0,0
"22843","257101","ENSG00000176083","ZNF683",0,0,1,0,0,0
"16761","79727","ENSG00000131914","LIN28A",0,0,0,0,0,0
"16947","79947","ENSG00000117682","DHDDS",1510,1563,1375,1193,1513,1683
"31101","729301","ENSG00000223583","RPL17P9",0,0,0,0,0,0
"2942","3151","ENSG00000198830","HMGN2",7135,6557,7246,7397,6847,7615
"5821","6195","ENSG00000117676","RPS6KA1",378,363,194,179,227,245
"36226","100302190","ENSG00000238705","MIR1976",0,0,0,0,0,0
"55840","106481855","ENSG00000243905","RN7SL679P",0,0,0,0,0,0
"43619","101928728","ENSG00000260063","LOC101928728",25,17,16,29,19,12
"7578","8289","ENSG00000117713","ARID1A",2221,2305,1868,2693,2800,2870
"14619","55650","ENSG00000060642","PIGV",397,394,586,534,748,838
"53268","106479281","ENSG00000241188","RN7SL165P",0,0,0,0,0,0
"17965","84243","ENSG00000204160","ZDHHC18",944,860,744,706,785,884
"2488","2810","ENSG00000175793","SFN",0,3,0,1,0,3
"13942","54707","ENSG00000142751","GPN2",588,592,477,536,605,697
"15865","63906","ENSG00000198746","GPATCH3",238,201,201,215,240,330
"9766","10726","ENSG00000090273","NUDC",4336,3913,2442,2395,2442,2886
"7696","8431","ENSG00000131910","NR0B2",0,0,2,0,0,2
"19955","126695","ENSG00000175707","KDF1",0,0,0,0,0,0
"34793","100270888","ENSG00000224064","RPL32P6",0,0,0,0,0,0
"25534","388610","ENSG00000253368","TRNP1",19,20,15,25,29,32
"19341","115572","ENSG00000158246","TENT5B",0,0,0,1,0,6
"6166","6548","ENSG00000090020","SLC9A1",1231,1303,1030,997,1062,1085
"31295","729955","ENSG00000229985","RPL18AP5",0,0,0,0,0,0
"27550","440577","ENSG00000225159","NPM1P39",8,11,3,5,3,10
"10532","23038","ENSG00000142784","WDTC1",2152,1968,2086,2044,2404,2600
"17857","84065","ENSG00000186501","TMEM222",852,811,928,842,1038,1019
"42030","100887744","ENSG00000206888","RNU6-48P",0,0,0,0,5,3
"18360","84958","ENSG00000142765","SYTL1",0,0,0,1,0,1
"8237","9064","ENSG00000142733","MAP3K6",999,952,1011,1089,1106,1122
"7809","8547","ENSG00000142748","FCN3",3,5,3,2,3,5
"25535","388611","ENSG00000174950","CD164L2",0,0,0,0,0,0
"2505","2827","ENSG00000181773","GPR3",146,130,68,91,54,74
"9244","10163","ENSG00000158195","WASF2",5626,5716,5170,5289,6078,6204
"11962","27245","ENSG00000126705","AHDC1",602,580,436,592,660,625
"2013","2268","ENSG00000000938","FGR",0,1,0,1,0,0
"61219","111216282","ENSG00000233975","LINC02574",0,0,1,0,5,2
"2243","2537","ENSG00000126709","IFI6",2077,1681,4285,4104,5734,7438
"55910","106481925","ENSG00000206767","RNU6-949P",0,0,0,0,0,0
"29677","646597","ENSG00000226662","CHMP1AP1",0,0,0,0,0,0
"53739","106479753","ENSG00000207095","RNU6-424P",0,0,0,0,0,0
"21986","199870","ENSG00000009780","FAM76A",233,262,289,296,319,336
"11061","23673","ENSG00000117758","STX12",1543,1555,1457,1526,1652,1726
"54094","106480109","ENSG00000223062","RNU6-1245P",1,0,0,0,0,0
"5175","5511","ENSG00000117751","PPP1R8",1371,1308,1239,1201,1260,1484
"30251","677774","ENSG00000252947","SCARNA1",0,0,0,0,0,1
"8605","9473","ENSG00000130775","THEMIS2",212,198,130,116,168,187
"5754","6118","ENSG00000117748","RPA2",1787,1594,1473,1600,1630,1674
"11985","27293","ENSG00000130768","SMPDL3B",1,2,4,4,2,14
"14270","55113","ENSG00000158156","XKR8",318,302,311,306,362,449
"1888","2140","ENSG00000158161","EYA3",801,823,608,651,667,823
"55834","106481849","ENSG00000240750","RN7SL559P",0,0,0,0,0,0
"53631","106479644","ENSG00000253005","RNU6-176P",0,0,0,0,0,0
"5402","5724","ENSG00000169403","PTAFR",3,8,1,7,0,5
"10361","22826","ENSG00000126698","DNAJC8",2488,2393,2258,2301,2604,2653
"18999","93974","ENSG00000130770","ATP5IF1",1347,1302,1379,1401,1380,1615
"17714","83667","ENSG00000130766","SESN2",571,503,355,414,429,549
"13987","54797","ENSG00000130772","MED18",188,139,107,149,174,159
"16278","65979","ENSG00000204138","PHACTR4",296,240,293,505,435,432
"55157","106481167","ENSG00000221216","RNU6ATAC27P",0,0,0,0,0,0
"1000","1104","ENSG00000180198","RCC1",1269,1226,1145,995,1141,1274
"7690","8420","ENSG00000242125","SNHG3",228,226,146,173,237,236
"11701","26768","ENSG00000200087","SNORA73B",8,7,6,13,4,0
"14132","54952","ENSG00000180098","TRNAU1AP",390,397,510,504,493,493
"18406","85028","ENSG00000197989","SNHG12",57,70,61,53,104,90
"30399","692212","ENSG00000221539","SNORD99",0,2,1,5,2,2
"6474","6883","ENSG00000120656","TAF12",554,475,525,541,608,629
"19320","115273","ENSG00000188060","RAB42",78,67,128,164,198,259
"52040","105378616","ENSG00000229388","TAF12-DT",6,3,6,2,7,4
"9746","10691","ENSG00000162419","GMEB1",505,549,364,384,476,532
"13426","51441","ENSG00000198492","YTHDF2",2432,2596,2156,2045,2388,2591
"4723","4985","ENSG00000116329","OPRD1",0,0,0,0,0,0
"1802","2035","ENSG00000159023","EPB41",225,248,352,371,455,482
"29686","646624","ENSG00000225616","RPL27P4",1,0,0,1,2,0
"26402","399474","ENSG00000253304","TMEM200B",52,57,36,32,42,42
"6054","6429","ENSG00000116350","SRSF4",1652,1710,1375,1394,1576,1703
"13151","51102","ENSG00000116353","MECR",721,717,575,587,582,647
"9159","10076","ENSG00000060656","PTPRU",959,1107,672,813,834,865
"43471","101928460","ENSG00000230523","LINC01756",0,0,0,0,0,0
"44009","101929406","ENSG00000233399","LINC01648",0,0,0,0,0,0
"4049","4146","ENSG00000162510","MATN1",4,1,3,0,0,5
"32362","100129196","ENSG00000186056","MATN1-AS1",3,8,5,2,0,9
"7275","7805","ENSG00000162511","LAPTM5",8,10,11,18,22,17
"39927","100616164","ENSG00000264773","MIR4420",0,0,0,0,0,0
"52045","105378622","ENSG00000223382","LINC01778",1,4,11,18,5,12
"54851","106480861","ENSG00000222784","RN7SKP91",0,0,0,0,0,0
"8783","9672","ENSG00000162512","SDC3",2108,1963,2797,3098,3454,3707
"8807","9698","ENSG00000134644","PUM1",2627,2769,2804,3037,3751,3789
"57557","107985097","ENSG00000232768","LOC107985097",0,0,0,0,0,0
"16631","79570","ENSG00000084628","NKAIN1",0,0,0,0,2,0
"8535","9410","ENSG00000060688","SNRNP40",1461,1249,1140,1049,1142,1373
"13481","51538","ENSG00000121766","ZCCHC17",1132,1161,1039,985,1101,1139
"1911","2170","ENSG00000121769","FABP3",30,32,21,37,40,26
"24704","347735","ENSG00000168528","SERINC2",1098,1050,1114,1122,1089,1297
"27815","441880","ENSG00000215899","EEF1A1P46",0,0,0,0,0,0
"54693","106480703","ENSG00000206981","RNU6-40P",0,0,0,0,0,0
"15967","64129","ENSG00000142910","TINAGL1",0,0,0,0,0,0
"2730","3061","ENSG00000121764","HCRTR1",2,6,0,1,1,0
"28347","553115","ENSG00000162517","PEF1",1191,1131,1257,1279,1275,1409
"1168","1307","ENSG00000084636","COL16A1",17,20,49,50,69,47
"509","576","ENSG00000121753","ADGRB2",464,407,540,648,635,695
"38581","100423028","ENSG00000266580","MIR4254",0,0,0,0,0,0
"18711","90853","ENSG00000134668","SPOCD1",2623,2458,834,865,672,742
"7462","8073","ENSG00000184007","PTP4A2",7091,7161,5759,5662,6901,6955
"9712","10657","ENSG00000121774","KHDRBS1",4779,4804,4703,4617,5283,5668
"14273","55116","ENSG00000121775","TMEM39B",560,606,352,385,289,445
"40458","100847018","ENSG00000266203","MIR5585",0,0,0,0,0,0
"11034","23633","ENSG00000025800","KPNA6",3289,3059,2712,2906,3431,3614
"22001","200081","ENSG00000084652","TXLNA",2726,2825,2614,2819,2998,3355
"16417","79140","ENSG00000160050","CCDC28B",288,251,332,302,297,415
"14690","55721","ENSG00000160051","IQCC",55,69,84,87,88,87
"21028","149069","ENSG00000222046","DCDC2B",0,0,1,2,3,0
"14896","56063","ENSG00000160055","TMEM234",145,148,185,134,172,202
"7914","8668","ENSG00000084623","EIF3I",6632,6358,4849,4713,5202,5497
"24214","339483","ENSG00000220785","MTMR9LP",28,43,36,52,37,43
"18219","84734","ENSG00000183615","FAM167B",3,5,7,10,2,4
"3856","3932","ENSG00000182866","LCK",0,0,1,0,5,0
"2734","3065","ENSG00000116478","HDAC1",1958,1896,1867,1861,1913,2229
"16244","65108","ENSG00000175130","MARCKSL1",1864,1832,1652,1514,1453,1613
"17544","81629","ENSG00000162526","TSSK3",3,3,6,1,0,0
"31972","100128071","ENSG00000225828","FAM229A",7,8,11,14,14,11
"14265","55108","ENSG00000160058","BSDC1",1399,1361,1382,1336,1672,1861
"54944","106480954","ENSG00000263529","RN7SL122P",0,0,0,0,0,0
"30710","728116","ENSG00000273274","ZBTB8B",0,0,1,1,0,1
"30015","653121","ENSG00000160062","ZBTB8A",48,40,52,71,65,77
"24215","339487","ENSG00000176261","ZBTB8OS",305,286,315,360,328,313
"5574","5928","ENSG00000162521","RBBP4",2328,2289,2473,2408,2484,2700
"17483","81493","ENSG00000162520","SYNC",12,22,23,8,15,29
"15554","57648","ENSG00000162522","KIAA1522",815,810,870,1112,1364,1345
"7826","8565","ENSG00000134684","YARS1",4805,4614,2864,2815,3054,3413
"16129","64766","ENSG00000116497","S100PBP",458,407,534,548,584,545
"22617","252995","ENSG00000160097","FNDC5",5,5,12,12,5,9
"2994","3208","ENSG00000121905","HPCA",0,75,2,8,4,0
"19158","113452","ENSG00000121900","TMEM54",908,1031,1161,1049,1326,1373
"20010","127544","ENSG00000116514","RNF19B",785,785,503,592,587,613
"20011","127545","ENSG00000217644","RPL18AP4",0,0,0,0,0,0
"196","204","ENSG00000004455","AK2",3842,3561,2851,2789,2686,2924
"19157","113451","ENSG00000142920","AZIN2",49,65,98,70,81,94
"14367","55223","ENSG00000116525","TRIM62",195,204,378,328,384,458
"21029","149076","ENSG00000160094","ZNF362",185,155,309,340,354,395
"20012","127550","ENSG00000184389","A3GALT2",0,5,1,0,4,1
"1702","1912","ENSG00000134686","PHC2",9258,9316,5762,5646,6328,7155
"54827","106480837","ENSG00000222112","RN7SKP16",3,0,1,0,1,5
"44041","101929464","ENSG00000233246","PHC2-AS1",0,0,5,3,0,4
"33149","100131451","ENSG00000234512","TLR12P",0,0,0,0,0,0
"7145","7579","ENSG00000121903","ZSCAN20",164,147,153,157,189,226
"38188","100422287","ENSG00000235907","LOC100422287",1,1,0,5,0,1
"19236","114784","ENSG00000121904","CSMD2",830,831,284,368,278,318
"35594","100287140","ENSG00000227000","HSPD1P14",0,0,0,0,0,0
"20009","127540","ENSG00000176256","HMGB4",0,0,0,0,0,0
"26950","402779","ENSG00000231163","CSMD2-AS1",0,0,1,1,0,0
"40797","100873281","ENSG00000201148","RNA5SP42",0,0,0,0,0,0
"18370","84970","ENSG00000142698","C1orf94",133,101,25,22,11,13
"37389","100420336","ENSG00000270241","LOC100420336",0,0,0,0,0,0
"30444","693137","ENSG00000207941","MIR552",0,0,0,0,0,0
"19156","113444","ENSG00000163866","SMIM12",1101,1098,816,913,1028,1177
"2396","2709","ENSG00000189280","GJB5",2,4,10,4,4,4
"20008","127534","ENSG00000189433","GJB4",0,0,0,1,0,0
"2395","2707","ENSG00000188910","GJB3",0,0,2,0,1,4
"2390","2701","ENSG00000187513","GJA4",1,4,6,5,16,12
"15724","58512","ENSG00000116544","DLGAP3",0,35,1,3,7,1
"30027","653160","ENSG00000241014","GPR199P",43,34,48,110,93,85
"39100","100506144","ENSG00000243749","TMEM35B",0,1,1,0,0,1
"8349","9204","ENSG00000163867","ZMYM6",287,269,234,267,257,256
"36984","100419477","ENSG00000233940","RPL12P45",0,0,0,0,0,0
"16843","79830","ENSG00000197056","ZMYM1",284,284,290,280,319,269
"6046","6421","ENSG00000116560","SFPQ",7653,7575,6316,6694,7766,8345
"8347","9202","ENSG00000146463","ZMYM4",2434,2261,2462,2868,2890,3172
"55050","106481060","ENSG00000240374","RN7SL503P",0,0,0,0,0,0
"28897","643343","ENSG00000229994","RPL5P4",13,1,3,3,4,6
"40598","100861513","ENSG00000227409","ZMYM4-AS1",0,0,0,0,0,0
"16937","79932","ENSG00000142687","KIAA0319L",1464,1486,1409,1634,1797,1870
"10626","23154","ENSG00000020129","NCDN",2924,3002,1916,1954,2229,2465
"24216","339488","ENSG00000116819","TFAP2E",16,4,25,23,27,44
"5352","5690","ENSG00000126067","PSMB2",3884,3936,3313,3317,4001,4198
"20023","127703","ENSG00000142686","C1orf216",1063,1071,956,962,1276,1454
"15905","63967","ENSG00000092853","CLSPN",618,542,403,576,416,415
"21888","192670","ENSG00000134698","AGO4",451,384,402,530,585,670
"11567","26523","ENSG00000092847","AGO1",1384,1460,1320,1544,1905,1886
"21887","192669","ENSG00000126070","AGO3",426,507,444,552,765,684
"11977","27285","ENSG00000092850","TEKT2",0,0,0,1,4,1
"14116","54936","ENSG00000116863","ADPRS",976,876,801,864,1087,1184
"1152","1296","ENSG00000171812","COL8A2",56,70,124,144,211,234
"11872","27095","ENSG00000054116","TRAPPC3",1609,1522,1416,1450,1620,1890
"14670","55700","ENSG00000116871","MAP7D1",6000,5487,4230,5429,6084,6635
"54947","106480957","ENSG00000264592","RN7SL131P",0,0,0,0,0,0
"9063","9967","ENSG00000054118","THRAP3",2750,2664,2173,2669,2834,2865
"54792","106480802","ENSG00000231849","UBE2V2P4",0,0,0,0,0,0
"16763","79729","ENSG00000214193","SH3D21",21,21,20,28,32,25
"14340","55194","ENSG00000142694","EVA1B",1001,939,706,634,795,1126
"17815","83931","ENSG00000196182","STK40",1166,1175,662,735,859,826
"18367","84967","ENSG00000181817","LSM10",835,811,661,648,636,795
"55170","106481180","ENSG00000222821","RNU4-27P",0,0,0,0,0,0
"20022","127700","ENSG00000116885","OSCP1",116,136,172,151,192,224
"59867","109616970","ENSG00000201448","SNORA63C",0,0,0,3,0,0
"16208","64960","ENSG00000116898","MRPS15",1282,1178,1026,1063,1130,1262
"1287","1441","ENSG00000119535","CSF3R",0,0,0,0,0,0
"38624","100462786","ENSG00000230214","FTLP18",0,0,0,0,0,0
"2576","2899","ENSG00000163873","GRIK3",2,3,0,0,1,0
"38454","100422898","ENSG00000264698","MIR4255",0,0,0,0,0,0
"54587","106480597","ENSG00000207328","RNU6-636P",0,0,0,0,0,0
"40798","100873282","ENSG00000252368","RNA5SP43",0,0,0,0,0,0
"34808","100270903","ENSG00000230451","RPS29P6",0,0,0,0,0,0
