"","Entrez","Ensembl","HGNC","SU-aGBM5_DMSO_1","SU-aGBM5_DMSO_2","SU-aGBM5_DT24_1","SU-aGBM5_DT24_2","SU-aGBM5_DT48_1","SU-aGBM5_DT48_2"
"11522","26333","ENSG00000185385","OR7A17",0,0,0,0,0,0
"11641","26669","ENSG00000198367","OR7A11P",0,0,0,0,0,0
"11636","26658","ENSG00000127529","OR7C2",0,0,0,0,0,0
"6130","6511","ENSG00000105143","SLC1A6",1,0,0,0,0,0
"19936","126402","ENSG00000160994","CCDC105",0,0,0,0,0,0
"10987","23581","ENSG00000105141","CASP14",0,0,0,0,0,0
"19931","126370","ENSG00000094661","OR1I1",0,0,0,0,0,0
"18444","85360","ENSG00000105137","SYDE1",1673,1766,1652,1750,2039,2350
"10017","10994","ENSG00000105135","ILVBL",1609,1690,1653,1589,1835,2452
"26840","401903","ENSG00000267961","OR10B1P",0,0,0,0,0,0
"55902","106481917","ENSG00000252661","RNU6-782P",0,0,0,0,0,0
"4612","4854","ENSG00000074181","NOTCH3",3053,3102,1171,1372,1400,1490
"16864","79852","ENSG00000105131","EPHX3",2,0,0,2,0,2
"10893","23476","ENSG00000141867","BRD4",1678,1545,1055,1666,1789,1734
"9355","10270","ENSG00000105127","AKAP8",650,607,449,451,534,579
"11818","26993","ENSG00000011243","AKAP8L",866,860,769,820,970,1007
"15731","58525","ENSG00000011451","WIZ",1895,1883,1661,1836,2049,2304
"36169","100302127","ENSG00000269782","MIR1470",0,0,0,0,0,0
"16199","64926","ENSG00000105122","RASAL3",3,0,2,0,9,10
"19231","114770","ENSG00000161031","PGLYRP2",0,0,0,0,0,0
"19937","126410","ENSG00000171954","CYP4F22",0,0,0,0,0,0
"38145","100422106","ENSG00000269765","LOC100422106",0,0,1,0,1,0
"10299","11283","ENSG00000186526","CYP4F8",0,0,0,0,0,0
"3960","4051","ENSG00000186529","CYP4F3",0,0,1,2,4,0
"16298","66002","ENSG00000186204","CYP4F12",0,0,4,0,0,2
"11597","26538","ENSG00000171942","OR10H2",0,0,0,0,0,0
"11593","26532","ENSG00000171936","OR10H3",0,0,0,0,0,0
"23443","284433","ENSG00000172519","OR10H5",0,0,0,0,0,0
"11598","26539","ENSG00000186723","OR10H1",0,0,0,0,0,0
"36346","100302737","ENSG00000267235","ZNF861P",0,0,0,0,0,0
"29998","652995","ENSG00000214049","UCA1",0,0,0,0,0,0
"45234","102724279","ENSG00000267453","CLEC4OP",0,0,0,0,0,0
"38162","100422235","ENSG00000273330","CYP4F36P",0,0,0,0,0,0
"7791","8529","ENSG00000186115","CYP4F2",0,0,0,2,0,0
"37982","100421620","ENSG00000267218","LOC100421620",0,0,0,0,0,0
"31214","729654","ENSG00000267056","LOC729654",4,1,7,2,10,3
"15668","57834","ENSG00000171903","CYP4F11",65,49,50,38,44,41
"19945","126541","ENSG00000176231","OR10H4",0,0,0,0,0,0
"19944","126536","ENSG00000205396","LINC00661",0,0,0,0,0,0
"20979","148231","ENSG00000167459","LINC00905",0,0,0,0,0,0
"17342","81090","ENSG00000267450","OR1AB1P",0,0,0,0,0,0
"47863","105372292","ENSG00000267517","LINC01855",0,0,0,0,0,0
"6805","7171","ENSG00000167460","TPM4",26637,25433,23150,24218,29051,31354
"4106","4218","ENSG00000167461","RAB8A",767,790,699,721,814,859
"18346","84941","ENSG00000196684","HSH2D",0,0,0,0,0,0
"19530","117286","ENSG00000141977","CIB3",1,0,0,0,0,0
"11324","26017","ENSG00000105058","FAM32A",1533,1528,1489,1363,1636,1881
"8134","8907","ENSG00000072958","AP1M1",2898,2828,2623,2593,2990,3296
"9439","10365","ENSG00000127528","KLF2",857,789,838,937,1019,1138
"15725","58513","ENSG00000127527","EPS15L1",1362,1469,855,966,1043,1134
"31226","729679","ENSG00000240418","RPS2P51",0,0,0,0,0,0
"19880","125972","ENSG00000269058","CALR3",0,0,1,0,0,0
"17920","84167","ENSG00000105072","C19orf44",133,86,90,111,126,126
"9580","10523","ENSG00000085872","CHERP",945,971,760,813,854,885
"55812","106481827","ENSG00000240106","RN7SL146P",0,0,0,0,1,0
"16942","79939","ENSG00000127526","SLC35E1",1564,1685,1830,1912,2232,2502
"8577","9441","ENSG00000105085","MED26",139,129,136,155,189,193
"16393","79086","ENSG00000214046","SMIM7",583,454,511,525,664,693
"16353","79041","ENSG00000072954","TMEM38A",50,54,112,89,98,138
"23444","284434","ENSG00000188039","NWD1",2,3,20,18,49,80
"10760","23309","ENSG00000127511","SIN3B",1153,1201,1029,1140,1323,1459
"8193","9002","ENSG00000127533","F2RL3",0,0,0,0,0,0
"11907","27151","ENSG00000160111","CPAMD8",6,10,49,16,16,22
"53513","106479526","ENSG00000264250","RN7SL835P",0,0,0,0,0,0
"53509","106479522","ENSG00000263595","RN7SL823P",0,0,0,0,0,0
"18957","93323","ENSG00000131351","HAUS8",325,303,242,265,279,294
"4405","4650","ENSG00000099331","MYO9B",1900,1670,1114,1790,1657,1894
"14805","55850","ENSG00000053501","USE1",482,523,498,495,565,572
"16675","79629","ENSG00000099330","OCEL1",327,319,486,504,635,651
"1831","2063","ENSG00000160113","NR2F6",1976,2048,1670,1753,1947,2265
"17784","83878","ENSG00000130307","USHBP1",0,0,2,1,1,0
"12704","29086","ENSG00000105393","BABAM1",458,426,406,348,409,523
"19946","126549","ENSG00000160117","ANKLE1",22,19,6,10,13,11
"16636","79575","ENSG00000127220","ABHD8",1212,1207,1265,1196,1570,1655
"16217","64981","ENSG00000130312","MRPL34",680,729,680,634,670,792
"16333","79016","ENSG00000130311","DDA1",1568,1412,1350,1283,1668,1690
"15613","57719","ENSG00000074855","ANO8",680,585,475,503,670,713
"18206","84705","ENSG00000130299","GTPBP3",332,275,177,239,244,303
"17661","83483","ENSG00000130300","PLVAP",0,0,0,0,0,0
"61115","110806280","ENSG00000269720","CCDC194",1,0,0,0,0,0
"609","684","ENSG00000130303","BST2",1214,1058,2172,2071,2830,3160
"18958","93343","ENSG00000141971","MVB12A",1165,1244,1373,1202,1407,1664
"37240","100420015","ENSG00000254503","HMGB3P29",1,0,0,0,2,4
"32864","100130519","ENSG00000188051","TMEM221",25,27,102,93,159,149
"19403","115861","ENSG00000171773","NXNL1",0,0,0,0,0,0
"25152","376497","ENSG00000130304","SLC27A1",1423,1594,1890,1865,2373,2635
"39536","100507551","ENSG00000269439","PGLS-DT",87,108,73,43,44,62
"11159","25796","ENSG00000130313","PGLS",1048,1079,1208,1148,1323,1558
"21981","199786","ENSG00000167483","NIBAN3",0,0,3,14,1,0
"16744","79709","ENSG00000130309","COLGALT1",4446,4485,3618,3619,4349,4848
"35307","100271453","ENSG00000243771","RPL21P130",0,0,0,0,0,0
"10520","23025","ENSG00000130477","UNC13A",0,1,0,0,0,0
"14347","55201","ENSG00000130479","MAP1S",2480,2408,1306,1421,1540,1580
"10622","23149","ENSG00000130475","FCHO1",18,8,10,13,2,7
"9412","10331","ENSG00000179913","B3GNT3",1,0,0,0,0,0
"3343","3640","ENSG00000248099","INSL3",0,0,0,2,0,0
"3412","3718","ENSG00000105639","JAK3",25,31,49,50,48,72
"5776","6142","ENSG00000105640","RPL18A",17630,17732,17473,16995,18198,18419
"11713","26780","ENSG00000207166","SNORA68",0,0,0,0,0,0
"6147","6528","ENSG00000105641","SLC5A5",0,0,0,0,0,0
"19310","115098","ENSG00000007080","CCDC124",1570,1571,1283,1438,1529,1823
"3464","3780","ENSG00000105642","KCNN1",2,1,6,0,1,1
"54759","106480769","ENSG00000252591","RNA5SP468",0,0,0,0,0,0
"11878","27106","ENSG00000105643","ARRDC2",225,220,216,210,307,298
"29702","646666","ENSG00000268623","LOC646666",0,0,0,0,0,0
"35229","100271364","ENSG00000243455","RPS18P13",0,0,0,0,0,0
"3305","3594","ENSG00000096996","IL12RB1",0,0,0,0,1,5
"10525","23031","ENSG00000099308","MAST3",322,386,278,324,338,383
"4996","5296","ENSG00000105647","PIK3R2",0,4,0,0,0,0
"9502","10437","ENSG00000216490","IFI30",2,0,0,0,1,0
"18230","84769","ENSG00000254858","MPV17L2",384,425,324,353,412,461
"5511","5864","ENSG00000105649","RAB3A",47,54,32,60,65,72
"45614","102725254","ENSG00000268650","LOC102725254",0,0,2,0,0,3
"4859","5143","ENSG00000105650","PDE4C",0,0,0,0,0,0
"17202","80726","ENSG00000130518","IQCN",11,12,22,28,42,23
"3417","3727","ENSG00000130522","JUND",2465,2596,3296,3336,4489,5469
"38389","100422833","ENSG00000267959","MIR3188",0,1,3,0,0,0
"11167","25804","ENSG00000130520","LSM4",3170,2954,2558,2588,2832,2908
"55052","106481062","ENSG00000239821","RN7SL513P",0,0,0,0,0,0
"14042","54858","ENSG00000130517","PGPEP1",1203,1199,1486,1636,1684,1991
"8643","9518","ENSG00000130513","GDF15",625,627,190,159,224,164
"38498","100422943","ENSG00000264175","MIR3189",0,0,0,0,0,0
"19930","126364","ENSG00000175489","LRRC25",0,0,0,1,0,1
"21733","170463","ENSG00000130511","SSBP4",1992,1785,1733,1608,1801,2074
"13444","51477","ENSG00000105655","ISYNA1",318,311,471,386,505,602
"7520","8178","ENSG00000105656","ELL",469,521,338,426,394,457
"11107","23770","ENSG00000105701","FKBP8",9442,9041,11294,10447,12113,13329
"16349","79036","ENSG00000105700","KXD1",1287,1236,1147,1152,1150,1301
"6923","7311","ENSG00000221983","UBA52",7899,7713,7557,7530,7998,8775
"8384","9244","ENSG00000006016","CRLF1",10,15,7,7,12,7
"14217","55049","ENSG00000006015","REX1BD",580,590,476,470,454,540
"11153","25789","ENSG00000105696","TMEM59L",115,83,211,192,276,308
"53265","106479278","ENSG00000263490","RN7SL155P",0,0,0,0,0,0
"14433","55295","ENSG00000167487","KLHL26",340,418,410,373,409,455
"10813","23373","ENSG00000105662","CRTC1",383,400,478,560,578,607
"1171","1311","ENSG00000105664","COMP",2,0,1,0,7,10
"5612","5976","ENSG00000005007","UPF1",3101,3103,2739,3089,3611,4223
"9756","10715","ENSG00000223802","CERS1",38,33,34,34,70,39
"2353","2657","ENSG00000130283","GDF1",0,0,0,0,0,0
"10307","11316","ENSG00000105669","COPE",2549,2439,2153,2131,2535,2755
"13883","54555","ENSG00000105671","DDX49",1055,844,814,786,888,965
"8589","9454","ENSG00000051128","HOMER3",1768,1713,863,964,898,959
"53236","106479249","ENSG00000241172","RN7SL70P",0,0,0,0,0,0
"9228","10147","ENSG00000064607","SUGP2",762,782,694,800,912,930
"18967","93436","ENSG00000105676","ARMC6",887,784,443,561,606,721
"23445","284439","ENSG00000181035","SLC25A42",205,253,262,229,292,326
"14109","54929","ENSG00000064545","TMEM161A",887,896,975,872,907,935
"4095","4207","ENSG00000213999","BORCS8-MEF2B",0,0,0,0,0,0
"31308","729991","ENSG00000254901","BORCS8",154,162,147,179,185,193
"7875","8625","ENSG00000064490","RFXANK",566,562,589,560,636,750
"19934","126382","ENSG00000184162","NR2C2AP",283,283,182,209,150,194
"1311","1463","ENSG00000130287","NCAN",0,3,0,0,0,0
"54389","106480405","ENSG00000252973","RNU6-1028P",0,0,0,0,0,0
"27023","404037","ENSG00000187664","HAPLN4",0,0,0,0,0,0
"13634","53345","ENSG00000213996","TM6SF2",0,5,2,2,0,1
"15636","57794","ENSG00000105705","SUGP1",605,632,529,525,529,686
"10820","23383","ENSG00000129933","MAU2",1071,1008,1031,1140,1100,1289
"14005","54815","ENSG00000167491","GATAD2A",3442,3351,2026,2450,2563,2860
"30531","693225","ENSG00000207821","MIR640",0,0,0,0,0,0
"17832","83983","ENSG00000178093","TSSK6",6,3,7,11,12,19
"13129","51079","ENSG00000186010","NDUFA13",9,18,6,3,6,21
"25084","374887","ENSG00000250067","YJEFN3",13,12,14,18,29,26
"20964","148113","ENSG00000160161","CILP2",321,342,349,298,358,337
"17197","80714","ENSG00000105717","PBX4",5,20,8,6,9,20
"8325","9170","ENSG00000064547","LPAR2",43,49,53,48,63,69
"13321","51291","ENSG00000089639","GMIP",550,565,364,363,431,442
"15254","57130","ENSG00000105726","ATP13A1",3162,3017,2698,2804,3347,3624
"19027","94039","ENSG00000181896","ZNF101",136,129,115,150,160,146
"7131","7561","ENSG00000105708","ZNF14",108,122,115,183,195,178
"7160","7608","ENSG00000267419","ZNF56P",8,17,6,6,13,12
"27530","440515","ENSG00000081665","ZNF506",105,108,140,130,108,134
"54264","106480280","ENSG00000270325","BNIP3P9",0,0,0,0,0,0
"14970","56242","ENSG00000256771","ZNF253",244,248,260,363,313,332
"38022","100421695","ENSG00000270270","BNIP3P10",0,0,0,0,0,0
"17626","81931","ENSG00000184635","ZNF93",200,225,231,297,272,227
"18734","91120","ENSG00000197124","ZNF682",42,37,64,37,54,39
"7177","7643","ENSG00000213988","ZNF90",37,27,25,24,14,31
"55678","106481692","ENSG00000270716","BNIP3P15",0,0,0,0,0,0
"18690","90649","ENSG00000256229","ZNF486",167,159,123,152,130,168
"54402","106480418","ENSG00000267641","BNIP3P16",0,0,0,0,0,3
"38031","100421704","ENSG00000271524","BNIP3P17",9,6,5,7,3,12
"55679","106481693","ENSG00000269055","BNIP3P18",0,0,0,0,0,0
"54265","106480281","ENSG00000271638","BNIP3P19",0,0,0,0,0,0
"38032","100421705","ENSG00000271704","BNIP3P20",0,0,0,0,0,0
"36217","100302179","ENSG00000238517","MIR1270",0,0,0,0,0,0
"38033","100421706","ENSG00000268174","BNIP3P22",0,0,0,0,0,0
"47874","105372316","ENSG00000269043","LOC105372316",0,0,0,0,0,0
"38024","100421697","ENSG00000268335","BNIP3P23",0,0,0,0,0,0
"32619","100129842","ENSG00000237440","ZNF737",34,62,59,63,81,52
"21980","199777","ENSG00000188171","ZNF626",152,141,163,182,200,171
"7161","7617","ENSG00000160229","ZNF66",5,12,11,8,13,15
"38025","100421698","ENSG00000269040","BNIP3P24",0,0,0,0,0,0
"7175","7639","ENSG00000105750","ZNF85",206,224,227,225,250,209
"17126","80264","ENSG00000118620","ZNF430",395,355,246,290,304,319
"36452","100312825","ENSG00000268598","VN1R80P",0,1,0,0,2,0
"20975","148206","ENSG00000160352","ZNF714",441,461,332,398,453,446
"41225","100873712","ENSG00000201035","RNA5SP469",0,0,0,0,0,0
"21818","170959","ENSG00000196705","ZNF431",138,110,113,113,115,157
"21527","161406","ENSG00000240522","RPL7AP10",0,0,3,0,0,0
"29920","649299","ENSG00000242291","RPL36AP51",0,0,0,1,0,0
"36455","100312828","ENSG00000268521","VN1R83P",4,0,1,12,4,2
"7132","7562","ENSG00000182141","ZNF708",84,74,57,140,101,90
"38034","100421707","ENSG00000268322","BNIP3P25",2,0,0,0,1,0
"20974","148203","ENSG00000172687","ZNF738",193,193,206,200,236,231
"23448","284443","ENSG00000196268","ZNF493",52,43,61,86,72,90
"47878","105372321","ENSG00000268119","LOC105372321",0,0,0,0,2,1
"26571","400680","ENSG00000268658","LINC00664",11,6,13,24,6,22
"24824","353088","ENSG00000197013","ZNF429",121,99,110,164,135,186
"38026","100421699","ENSG00000268705","BNIP3P26",0,0,5,0,0,0
"36814","100418832","ENSG00000268433","MTDHP3",0,0,0,0,0,0
"36815","100418834","ENSG00000268535","MTDHP4",0,0,0,0,0,0
"21599","163227","ENSG00000197020","ZNF100",253,276,274,274,298,220
"28641","641367","ENSG00000269845","CCNYL6",2,7,0,1,1,0
"28644","641367","ENSG00000269136","CCNYL6",0,0,0,0,0,0
"7156","7594","ENSG00000198521","ZNF43",173,282,242,285,243,290
"7240","7757","ENSG00000160321","ZNF208",25,32,37,30,25,31
"36816","100418835","ENSG00000269615","MTDHP2",0,0,0,0,0,0
"55951","106481966","ENSG00000271095","BNIP3P28",0,0,1,0,0,0
"19174","113835","ENSG00000197134","ZNF257",74,81,46,49,78,65
"38027","100421700","ENSG00000269742","BNIP3P29",0,0,0,0,0,0
"36817","100418836","ENSG00000269575","MTDHP5",0,0,0,0,0,0
"36457","100312830","ENSG00000269345","VN1R85P",0,0,0,0,0,0
"21597","163223","ENSG00000196109","ZNF676",0,0,0,0,0,0
"55680","106481694","ENSG00000268079","BNIP3P30",0,0,0,0,0,0
"35615","100287226","ENSG00000196350","ZNF729",0,0,0,0,0,0
"54266","106480282","ENSG00000270191","BNIP3P31",0,0,0,0,0,0
"20973","148198","ENSG00000197360","ZNF98",2,4,1,0,0,0
"54267","106480283","ENSG00000268830","BNIP3P32",0,0,0,0,0,0
"55681","106481695","ENSG00000268717","BNIP3P33",0,0,0,0,0,0
"43850","101929124","ENSG00000260599","LOC101929124",0,0,0,0,0,0
"32002","100128139","ENSG00000269364","LINC01233",0,0,0,0,0,0
"54069","106480084","ENSG00000207397","RNU6-1179P",0,0,0,0,0,0
"27531","440518","ENSG00000269332","GOLGA2P9",0,0,0,0,0,0
"56027","106635537","ENSG00000240713","RN7SL860P",0,0,0,0,0,0
"37361","100420273","ENSG00000269316","RAD54L2P1",0,0,0,0,0,0
"25085","374890","ENSG00000268038","LINC01785",0,0,0,0,0,0
"15530","57615","ENSG00000229676","ZNF492",0,0,0,0,0,0
"32726","100130108","ENSG00000198153","ZNF849P",0,0,0,0,0,0
"36459","100312832","ENSG00000268789","VN1R87P",0,0,0,0,0,0
"7179","7652","ENSG00000213973","ZNF99",0,0,0,0,0,0
"32236","100128849","ENSG00000269509","BNIP3P34",0,0,0,0,0,0
"29756","646864","ENSG00000268696","ZNF723",0,0,0,0,0,0
"54268","106480284","ENSG00000271655","BNIP3P35",0,0,0,0,0,0
"25504","388523","ENSG00000269067","ZNF728",0,0,0,0,0,0
"55682","106481696","ENSG00000271661","BNIP3P36",0,0,0,0,0,0
"43875","101929164","ENSG00000261558","LINC01859",0,0,0,0,0,0
"43861","101929144","ENSG00000261615","LINC01858",0,0,0,0,0,0
"32500","100129543","ENSG00000183850","ZNF730",31,35,19,35,35,32
"54269","106480285","ENSG00000270479","BNIP3P37",0,0,0,0,4,0
"27532","440519","ENSG00000196081","ZNF724",104,99,75,126,95,87
"38036","100421709","ENSG00000268469","BNIP3P38",0,0,0,0,0,0
"36462","100312835","ENSG00000268794","VN1R90P",0,0,0,0,0,0
"7178","7644","ENSG00000167232","ZNF91",207,200,228,253,249,322
"38037","100421710","ENSG00000269431","BNIP3P8",0,0,0,0,0,0
"45828","104472717","ENSG00000269416","LINC01224",12,30,27,30,39,29
"36464","100312837","ENSG00000268908","VN1R92P",0,0,0,0,0,0
"21838","171392","ENSG00000197372","ZNF675",186,161,181,170,228,202
"36465","100312838","ENSG00000269320","VN1R93P",0,0,0,0,0,0
"20976","148213","ENSG00000196172","ZNF681",89,108,127,138,93,130
"38028","100421701","ENSG00000269662","BNIP3P39",0,0,0,0,0,0
"31332","730087","ENSG00000213967","ZNF726",44,48,26,33,35,48
"39000","100505851","ENSG00000269289","LOC100505851",0,1,0,0,0,0
"41086","100873572","ENSG00000201966","RNA5-8SP4",0,0,0,0,0,0
"8658","9534","ENSG00000213096","ZNF254",209,206,198,228,281,268
"38029","100421702","ENSG00000268058","BNIP3P40",0,0,0,0,0,0
"31743","100101266","ENSG00000268442","HAVCR1P1",0,0,1,1,0,2
"20972","148189","ENSG00000261824","LINC00662",196,139,242,226,239,280
"42629","101927151","ENSG00000267575","LINC02987",98,102,82,97,151,139
"28696","642290","ENSG00000267323","SLC25A1P5",2,0,0,0,0,0
"45528","102724908","ENSG00000266976","LOC102724908",0,0,0,0,0,0
"20966","148145","ENSG00000267339","LINC00906",0,0,0,0,0,0
"41226","100873713","ENSG00000252272","RNA5SP470",0,0,0,0,0,0
"6988","7386","ENSG00000169021","UQCRFS1",2628,2594,2167,2154,2262,2499
"47897","105372352","ENSG00000267498","UQCRFS1-DT",1,3,0,0,1,4
"55006","106481016","ENSG00000241604","RN7SL340P",0,0,0,0,0,0
"23421","284395","ENSG00000264515","VSTM2B-DT",0,0,0,0,0,0
"24453","342865","ENSG00000187135","VSTM2B",0,0,0,0,0,0
"9805","10775","ENSG00000105171","POP4",811,893,768,785,861,864
"16441","79156","ENSG00000166289","PLEKHF1",263,261,342,366,380,463
"17693","83636","ENSG00000131943","C19orf12",566,639,533,565,665,773
"807","898","ENSG00000105173","CCNE1",82,94,96,111,91,101
"19909","126170","ENSG00000267258","PPIAP58",0,0,0,0,0,0
"7966","8725","ENSG00000105176","URI1",1366,1337,1242,1289,1404,1541
"30629","727865","ENSG00000242100","RPL9P32",0,0,0,0,0,0
"8854","9745","ENSG00000198597","ZNF536",0,0,0,0,0,0
"57705","107985280","ENSG00000261316","LINC01834",0,0,0,0,0,0
"57732","107985312","ENSG00000267777","LINC01791",0,0,0,0,0,0
